latitude,longitude,littoral_gradient_m,mach_m
-88.5,-167.5,20.911089161969038,0.13353
-88.5,-166.5,20.912078600011903,0.13353
-88.5,-165.5,20.9130598888827,0.13353
-88.5,-164.5,20.914032729671344,0.13353
-88.5,-163.5,20.914996826041097,0.13353
-88.5,-162.5,20.915951884318876,0.13353
-88.5,-161.5,20.916897613584666,0.133013
-88.5,-160.5,20.91783372576018,0.133013
-88.5,-159.5,20.918759935696578,0.133013
-88.5,-158.5,20.919675961261337,0.133013
-88.5,-157.5,20.920581523424204,0.133013
-88.5,-156.5,20.921476346342168,0.134869
-88.5,-155.5,20.922360157443496,0.134869
-88.5,-154.5,20.923232687510772,0.134869
-88.5,-153.5,20.92409367076288,0.134869
-88.5,-152.5,20.924942844935984,0.134869
-88.5,-151.5,20.925779951363403,0.132716
-88.5,-150.5,20.926604735054408,0.132716
-88.5,-149.5,20.9274169447719,0.132716
-88.5,-148.5,20.92821633310893,0.132716
-88.5,-147.5,20.92900265656407,0.132716
-88.5,-146.5,20.92977567561557,0.133665
-88.5,-145.5,20.93053515479435,0.133665
-88.5,-144.5,20.93128086275568,0.133665
-88.5,-143.5,20.932012572349706,0.133665
-88.5,-142.5,20.93273006069059,0.133665
-88.5,-141.5,20.933433109224435,0.132082
-88.5,-140.5,20.934121503795843,0.132082
-88.5,-139.5,20.93479503471316,0.132082
-88.5,-138.5,20.935453496812354,0.132082
-88.5,-137.5,20.936096689519477,0.132082
-88.5,-136.5,20.936724416911805,0.133269
-88.5,-135.5,20.937336487777497,0.133269
-88.5,-134.5,20.93793271567383,0.133269
-88.5,-133.5,20.93851291898402,0.133269
-88.5,-132.5,20.939076920972514,0.132331
-88.5,-131.5,20.93962454983884,0.132331
-88.5,-130.5,20.940155638769944,0.132331
-88.5,-129.5,20.940670025990993,0.132331
-88.5,-128.5,20.941167554814655,0.132331
-88.5,-127.5,20.94164807368883,0.131929
-88.5,-126.5,20.94211143624282,0.131929
-88.5,-125.5,20.94255750133189,0.131929
-88.5,-124.5,20.942986133080304,0.131929
-88.5,-123.5,20.94339720092267,0.131929
-88.5,-122.5,20.943790579643753,0.132024
-88.5,-121.5,20.944166149416574,0.132024
-88.5,-120.5,20.944523795838947,0.132024
-88.5,-119.5,20.944863409968303,0.132024
-88.5,-118.5,20.945184888354895,0.132024
-88.5,-117.5,20.945488133073283,0.132024
-88.5,-116.5,20.945773051752195,0.131266
-88.5,-115.5,20.94603955760264,0.131266
-88.5,-114.5,20.94628756944435,0.131266
-88.5,-113.5,20.94651701173052,0.131266
-88.5,-112.5,20.94672781457081,0.130488
-88.5,-111.5,20.946919913752627,0.130488
-88.5,-110.5,20.947093250760698,0.130488
-88.5,-109.5,20.9472477727949,0.130488
-88.5,-108.5,20.947383432786314,0.130488
-88.5,-107.5,20.9475001894116,0.130488
-88.5,-106.5,20.947598007105555,0.132457
-88.5,-105.5,20.94767685607196,0.132457
-88.5,-104.5,20.947736712292663,0.132457
-88.5,-103.5,20.947777557534874,0.132457
-88.5,-102.5,20.947799379356738,0.132457
-88.5,-101.5,20.947802171111118,0.133836
-88.5,-100.5,20.947785931947614,0.133836
-88.5,-99.5,20.947750666812837,0.133836
-88.5,-98.5,20.947696386448886,0.133836
-88.5,-97.5,20.94762310739009,0.13521
-88.5,-96.5,20.947530851957954,0.13521
-88.5,-95.5,20.94741964825438,0.13521
-88.5,-94.5,20.947289530153093,0.13521
-88.5,-93.5,20.94714053728933,0.13521
-88.5,-92.5,20.946972715047753,0.13521
-88.5,-91.5,20.94678611454865,0.133821
-88.5,-90.5,20.946580792632336,0.133821
-88.5,-89.5,20.94635681184186,0.133821
-88.5,-88.5,20.946114240403936,0.133821
-88.5,-87.5,20.945853152208176,0.134544
-88.5,-86.5,20.945573626784572,0.134544
-88.5,-85.5,20.945275749279283,0.134544
-88.5,-84.5,20.944959610428672,0.134544
-88.5,-83.5,20.9446253065317,0.134544
-88.5,-82.5,20.944272939420575,0.134544
-88.5,-81.5,20.94390261642973,0.137572
-88.5,-80.5,20.943514450363136,0.137572
-88.5,-79.5,20.943108559459937,0.137572
-88.5,-78.5,20.942685067358433,0.137572
-88.5,-77.5,20.94224410305842,0.139695
-88.5,-76.5,20.941785800881902,0.139695
-88.5,-75.5,20.941310300432153,0.139695
-88.5,-74.5,20.94081774655122,0.139695
-88.5,-73.5,20.94030828927579,0.139695
-88.5,-72.5,20.93978208379148,0.139695
-88.5,-71.5,20.93923929038558,0.136798
-88.5,-70.5,20.938680074398214,0.136798
-88.5,-69.5,20.938104606171997,0.136798
-88.5,-68.5,20.93751306100012,0.136798
-88.5,-67.5,20.936905619072977,0.136798
-88.5,-66.5,20.93628246542326,0.136561
-88.5,-65.5,20.93564378986961,0.136561
-88.5,-64.5,20.93498978695878,0.136561
-88.5,-63.5,20.934320655906404,0.136561
-88.5,-62.5,20.933636600536275,0.136561
-88.5,-61.5,20.93293782921829,0.136254
-88.5,-60.5,20.932224554804957,0.136254
-88.5,-59.5,20.931496994566572,0.136254
-88.5,-58.5,20.930755370125034,0.136254
-88.5,-57.5,20.929999907386332,0.136254
-88.5,-56.5,20.929230836471735,0.136137
-88.5,-55.5,20.92844839164769,0.136137
-88.5,-54.5,20.927652811254475,0.136137
-88.5,-53.5,20.926844337633582,0.136137
-88.5,-52.5,20.92602321705391,0.136137
-88.5,-51.5,20.92518969963674,0.135545
-88.5,-50.5,20.92434403927955,0.135545
-88.5,-49.5,20.92348649357868,0.135545
-88.5,-48.5,20.922617323750856,0.135545
-88.5,-47.5,20.92173679455363,0.135545
-88.5,-46.5,20.92084517420472,0.137072
-88.5,-45.5,20.91994273430033,0.137072
-88.5,-44.5,20.91902974973239,0.137072
-88.5,-43.5,20.918106498604846,0.137072
-88.5,-42.5,20.917173262148932,0.137072
-88.5,-41.5,20.916230324637517,0.136713
-88.5,-40.5,20.915277973298505,0.136713
-88.5,-39.5,20.91431649822733,0.136713
-88.5,-38.5,20.91334619229862,0.136713
-88.5,-37.5,20.912367351076956,0.136713
-88.5,-36.5,20.911380272726856,0.136128
-88.5,-35.5,20.910385257921952,0.136128
-88.5,-34.5,20.909382609753393,0.136128
-88.5,-33.5,20.90837263363752,0.136128
-88.5,-32.5,20.907355637222842,0.139365
-88.5,-31.5,20.906331930296318,0.139365
-88.5,-30.5,20.905301824688998,0.139365
-88.5,-29.5,20.90426563418103,0.139365
-88.5,-28.5,20.903223674406075,0.139365
-88.5,-27.5,20.902176262755177,0.139365
-88.5,-26.5,20.901123718280072,0.139032
-88.5,-25.5,20.900066361596004,0.139032
-88.5,-24.5,20.899004514784057,0.139032
-88.5,-23.5,20.897938501293062,0.139032
-88.5,-22.5,20.896868645841053,0.139032
-88.5,-21.5,20.895795274316367,0.140418
-88.5,-20.5,20.894718713678362,0.140418
-88.5,-19.5,20.89363929185784,0.140418
-88.5,-18.5,20.892557337657152,0.140418
-88.5,-17.5,20.891473180650017,0.140418
-88.5,-16.5,20.890387151081168,0.142606
-88.5,-15.5,20.88929957976573,0.142606
-88.5,-14.5,20.88821079798846,0.142606
-88.5,-13.5,20.88712113740284,0.142606
-88.5,-12.5,20.886030929930037,0.142606
-88.5,-11.5,20.884940507657806,0.140162
-88.5,-10.5,20.88385020273934,0.140162
-88.5,-9.5,20.882760347292074,0.140162
-88.5,-8.5,20.881671273296536,0.140162
-88.5,-7.5,20.880583312495215,0.140162
-88.5,-6.5,20.879496796291512,0.139628
-88.5,-5.5,20.878412055648788,0.139628
-88.5,-4.5,20.87732942098955,0.139628
-88.5,-3.5,20.876249222094803,0.139628
-88.5,-2.5,20.875171788003595,0.139628
-88.5,-1.5,20.874097446912785,0.138677
-88.5,-0.5,20.87302652607708,0.138677
-88.5,0.5,20.871959351709336,0.138677
-88.5,1.5,20.87089624888121,0.138677
-88.5,2.5,20.86983754142412,0.138677
-88.5,3.5,20.86878355183061,0.139003
-88.5,4.5,20.867734601156123,0.139003
-88.5,5.5,20.866691008921194,0.139003
-88.5,6.5,20.86565309301413,0.139003
-88.5,7.5,20.86462116959417,0.140047
-88.5,8.5,20.863595552995182,0.140047
-88.5,9.5,20.86257655562992,0.140047
-88.5,10.5,20.861564487894853,0.140047
-88.5,11.5,20.860559658075612,0.140047
-88.5,12.5,20.8595623722531,0.138849
-88.5,13.5,20.858572934210237,0.138849
-88.5,14.5,20.85759164533944,0.138849
-88.5,15.5,20.856618804550795,0.138849
-88.5,16.5,20.855654708181042,0.138849
-88.5,17.5,20.854699649903264,0.138849
-88.5,18.5,20.853753920637473,0.13821
-88.5,19.5,20.85281780846196,0.13821
-88.5,20.5,20.85189159852556,0.13821
-88.5,21.5,20.850975572960802,0.13821
-88.5,22.5,20.850070010797936,0.137283
-88.5,23.5,20.849175187879972,0.137283
-88.5,24.5,20.848291376778644,0.137283
-88.5,25.5,20.847418846711367,0.137283
-88.5,26.5,20.84655786345926,0.137283
-88.5,27.5,20.845708689286155,0.137283
-88.5,28.5,20.844871582858737,0.137577
-88.5,29.5,20.84404679916773,0.137577
-88.5,30.5,20.84323458945024,0.137577
-88.5,31.5,20.842435201113208,0.137577
-88.5,32.5,20.84164887765807,0.137577
-88.5,33.5,20.84087585860657,0.137772
-88.5,34.5,20.84011637942779,0.137772
-88.5,35.5,20.839370671466458,0.137772
-88.5,36.5,20.838638961872434,0.137772
-88.5,37.5,20.837921473531548,0.137772
-88.5,38.5,20.837218424997705,0.138226
-88.5,39.5,20.836530030426296,0.138226
-88.5,40.5,20.835856499508978,0.138226
-88.5,41.5,20.835198037409786,0.138226
-88.5,42.5,20.834554844702662,0.138226
-88.5,43.5,20.833927117310335,0.139314
-88.5,44.5,20.833315046444643,0.139314
-88.5,45.5,20.832718818548308,0.139314
-88.5,46.5,20.83213861523812,0.139314
-88.5,47.5,20.831574613249625,0.139314
-88.5,48.5,20.8310269843833,0.139428
-88.5,49.5,20.830495895452195,0.139428
-88.5,50.5,20.829981508231146,0.139428
-88.5,51.5,20.829483979407485,0.139428
-88.5,52.5,20.829003460533308,0.139428
-88.5,53.5,20.82854009797932,0.13859
-88.5,54.5,20.82809403289025,0.13859
-88.5,55.5,20.827665401141836,0.13859
-88.5,56.5,20.827254333299468,0.13859
-88.5,57.5,20.826860954578386,0.137281
-88.5,58.5,20.826485384805565,0.137281
-88.5,59.5,20.826127738383192,0.137281
-88.5,60.5,20.825788124253837,0.137281
-88.5,61.5,20.825466645867245,0.137281
-88.5,62.5,20.825163401148856,0.137281
-88.5,63.5,20.824878482469945,0.13924
-88.5,64.5,20.8246119766195,0.13924
-88.5,65.5,20.82436396477779,0.13924
-88.5,66.5,20.82413452249162,0.13924
-88.5,67.5,20.82392371965133,0.13924
-88.5,68.5,20.823731620469513,0.140769
-88.5,69.5,20.82355828346144,0.140769
-88.5,70.5,20.82340376142724,0.140769
-88.5,71.5,20.823268101435826,0.140769
-88.5,72.5,20.82315134481054,0.140769
-88.5,73.5,20.823053527116585,0.138519
-88.5,74.5,20.822974678150178,0.138519
-88.5,75.5,20.822914821929476,0.138519
-88.5,76.5,20.822873976687266,0.138519
